id,username,experience,approach,holding_period,assets_traded
2522,sincereCur6,Experienced,Momentum,Day Trader,"Forex,Options,Bonds"
2523,gloomyIguana2,Intermediate,Value,Position Trader,"Futures,Options,Forex"
2524,sheepishUnicorn0,Experienced,Fundamental,Position Trader,Equities
2525,pacifiedSalt5,Experienced,Global Macro,Position Trader,"Forex,Futures,Options"
2526,curiousBuck6,Experienced,Value,Position Trader,"Private Companies,Bonds,Options"
2527,outlyingQuiche0,Novice,Momentum,Day Trader,Equities
2528,wornoutJaguar4,Novice,Technical,Swing Trader,"Options,Futures"
2529,amazedChile7,Experienced,Momentum,Long Term Investor,"Equities,Futures,Private Companies"
2530,soreGelding5,Novice,Value,Position Trader,Futures
2531,puzzledApricots1,Intermediate,Momentum,Position Trader,Private Companies
2532,humorousWhiting6,Experienced,Growth,Position Trader,Bonds
2533,shyThrushe6,Experienced,Technical,Long Term Investor,"Bonds,Options"
2534,mildFalcon5,Intermediate,Growth,Long Term Investor,"Equities,Options,Bonds"
2535,forsakenMeerkat5,Novice,Value,Position Trader,"Bonds,Futures"
2536,sugarySalami9,Intermediate,Fundamental,Long Term Investor,"Options,Private Companies"
2537,lovesickVenison8,Intermediate,Growth,Long Term Investor,"Equities,Private Companies,Options"
2538,decimalApples6,Novice,Growth,Swing Trader,Bonds
2539,anxiousPlover1,Intermediate,Growth,Day Trader,"Options,Bonds"
2540,forsakenDotterel2,Experienced,Technical,Day Trader,Futures
2541,madCardinal9,Experienced,Growth,Swing Trader,Bonds
2542,yearningMeerkat7,Experienced,Momentum,Swing Trader,Futures
2543,insecureTermite7,Intermediate,Momentum,Swing Trader,"Private Companies,Bonds,Futures"
2544,lyingSalami6,Intermediate,Growth,Day Trader,Forex
2545,bubblyBoars4,Novice,Growth,Day Trader,Equities
2546,joyfulIcecream3,Novice,Global Macro,Day Trader,Forex
2547,insecurePoultry7,Experienced,Growth,Swing Trader,"Forex,Futures"
2548,artisticApples2,Experienced,Value,Swing Trader,"Bonds,Private Companies,Equities"
2549,enragedSeafowl8,Novice,Growth,Swing Trader,"Options,Private Companies,Forex"
2550,cruelBobolink3,Intermediate,Momentum,Long Term Investor,"Equities,Private Companies,Futures"
2551,excludedSeafowl1,Experienced,Technical,Position Trader,"Private Companies,Futures"
2552,jumpyGarlic8,Novice,Growth,Swing Trader,Futures
2553,forsakenOatmeal1,Experienced,Global Macro,Long Term Investor,"Bonds,Forex"
2554,mellowHoopoe7,Intermediate,Technical,Position Trader,"Options,Futures,Private Companies"
2555,boastfulPaella9,Novice,Fundamental,Swing Trader,"Private Companies,Forex"
2556,murkySalami6,Intermediate,Momentum,Day Trader,"Options,Forex"
2557,decimalPaella0,Intermediate,Momentum,Long Term Investor,"Bonds,Forex,Options"
2558,emptyRat7,Novice,Fundamental,Long Term Investor,"Options,Equities,Forex"
2559,sugaryBagels6,Intermediate,Momentum,Position Trader,"Private Companies,Futures,Equities"
2560,truthfulRuffs3,Novice,Growth,Swing Trader,"Private Companies,Options"
2561,peacefulCake6,Experienced,Value,Day Trader,Futures
2562,empathicDingo3,Experienced,Momentum,Long Term Investor,"Bonds,Forex"
2563,sugarySalt1,Novice,Global Macro,Day Trader,"Forex,Futures"
2564,giddyTomatoe4,Intermediate,Global Macro,Day Trader,Forex
2565,cruelCheese8,Experienced,Growth,Long Term Investor,"Private Companies,Futures"
2566,pacifiedCur8,Experienced,Fundamental,Position Trader,"Forex,Bonds,Private Companies"
2567,panickyCheese2,Novice,Growth,Long Term Investor,"Futures,Private Companies,Bonds"
2568,abjectLion4,Intermediate,Growth,Position Trader,"Bonds,Private Companies,Forex"
2569,boastfulDoughnut6,Intermediate,Technical,Day Trader,"Private Companies,Forex,Bonds"
2570,alertMoth8,Experienced,Growth,Swing Trader,Forex
2571,somberBustard9,Intermediate,Global Macro,Day Trader,Equities
2572,peacefulMandrill7,Intermediate,Technical,Day Trader,Options
2573,peskyCake3,Novice,Fundamental,Day Trader,Futures
2574,needyDunbird2,Experienced,Value,Position Trader,"Bonds,Equities,Futures"
2575,wrathfulCockatoo2,Intermediate,Global Macro,Position Trader,Futures
2576,culturedPiglet4,Intermediate,Growth,Position Trader,Forex
2577,mildApples4,Intermediate,Technical,Day Trader,"Equities,Options,Private Companies"
2578,adoringSwift2,Intermediate,Momentum,Long Term Investor,Futures
2579,peacefulCurlew7,Intermediate,Technical,Long Term Investor,"Equities,Bonds"
2580,kindToucan2,Intermediate,Growth,Position Trader,"Futures,Forex"
2581,innocentCaviar4,Experienced,Value,Long Term Investor,"Futures,Bonds,Private Companies"
2582,jubilantUnicorn3,Experienced,Momentum,Long Term Investor,"Forex,Futures,Bonds"
2583,forsakenEagle0,Novice,Fundamental,Swing Trader,"Futures,Equities,Options"
2584,unhappyEagle5,Novice,Global Macro,Position Trader,Bonds
2585,blissfulHyena2,Experienced,Growth,Day Trader,"Options,Bonds,Equities"
2586,brainyZebra7,Experienced,Growth,Day Trader,"Options,Private Companies,Equities"
2587,outlyingOrange1,Experienced,Value,Long Term Investor,Futures
2588,pridefulThrush8,Experienced,Value,Swing Trader,Futures
2589,somberCow9,Intermediate,Fundamental,Swing Trader,"Options,Futures,Forex"
2590,wrathfulAntelope7,Experienced,Fundamental,Position Trader,Private Companies
2591,lyingSnipe0,Experienced,Global Macro,Position Trader,Bonds
2592,exactingSwift2,Experienced,Value,Swing Trader,"Futures,Equities,Private Companies"
2593,amazedSnail2,Novice,Growth,Position Trader,Options
2594,goofyApples8,Experienced,Value,Day Trader,"Futures,Forex"
2595,kindTomatoe7,Experienced,Global Macro,Day Trader,Bonds
2596,finickyWeaver6,Intermediate,Growth,Day Trader,Bonds
2597,cruelThrushe2,Novice,Growth,Day Trader,"Equities,Bonds"
2598,boredAbalone1,Novice,Value,Swing Trader,"Private Companies,Options,Forex"
2599,somberPie7,Intermediate,Fundamental,Position Trader,Bonds
2600,stressedPaella0,Intermediate,Momentum,Long Term Investor,"Private Companies,Bonds,Futures"
2601,worriedCaribou9,Experienced,Growth,Long Term Investor,Forex
2602,peacefulDotterel3,Intermediate,Growth,Long Term Investor,"Forex,Private Companies"
2603,yearningSyrup4,Intermediate,Fundamental,Position Trader,"Futures,Forex"
2604,needfulBass2,Novice,Growth,Day Trader,Equities
2605,relievedCurlew1,Novice,Value,Position Trader,Equities
2606,excitedPlover2,Experienced,Technical,Swing Trader,"Private Companies,Forex,Futures"
2607,anxiousMandrill8,Intermediate,Value,Position Trader,Options
2608,solidSalt2,Experienced,Fundamental,Long Term Investor,Bonds
2609,grizzledPiglet4,Novice,Momentum,Day Trader,"Forex,Equities"
2610,lovesickSardines9,Novice,Momentum,Swing Trader,Equities
2611,alertPoultry5,Experienced,Fundamental,Swing Trader,"Equities,Private Companies"
2612,dopeyWasp6,Intermediate,Global Macro,Position Trader,"Equities,Futures,Bonds"
2613,vengefulSnail5,Intermediate,Technical,Day Trader,Private Companies
2614,thrilledIcecream6,Novice,Fundamental,Long Term Investor,Forex
2615,gloomyCaribou3,Novice,Value,Swing Trader,"Bonds,Options,Forex"
2616,grizzledEland2,Intermediate,Global Macro,Long Term Investor,"Futures,Bonds"
2617,joyfulFlamingo3,Experienced,Technical,Day Trader,Forex
2618,decimalToucan2,Novice,Value,Day Trader,Futures
2619,peskyCheetah9,Intermediate,Technical,Position Trader,"Futures,Private Companies"
2620,grumpyGranola9,Novice,Value,Swing Trader,"Bonds,Private Companies,Options"
2621,similarStork6,Novice,Growth,Long Term Investor,"Forex,Options,Futures"
2622,superiorPepper1,Intermediate,Global Macro,Long Term Investor,"Equities,Private Companies"
2623,superiorToucan7,Intermediate,Technical,Day Trader,"Private Companies,Options,Equities"
2624,lazyCaviar6,Novice,Growth,Position Trader,"Private Companies,Equities"
2625,madCurlew4,Experienced,Momentum,Long Term Investor,"Equities,Forex,Bonds"
2626,ferventQuiche7,Novice,Technical,Position Trader,Equities
2627,adoringThrushe8,Novice,Global Macro,Swing Trader,"Bonds,Futures,Forex"
2628,cheerfulFerret7,Novice,Value,Position Trader,"Bonds,Futures,Private Companies"
2629,cheerfulCaviar2,Novice,Momentum,Long Term Investor,Forex
2630,decimalCheetah3,Novice,Technical,Position Trader,"Futures,Equities,Options"
2631,empathicApricots3,Novice,Technical,Day Trader,"Equities,Bonds,Forex"
2632,panickyBittern7,Intermediate,Technical,Day Trader,"Equities,Futures"
2633,debonairSardines6,Experienced,Growth,Position Trader,Futures
2634,mereViper9,Intermediate,Global Macro,Swing Trader,"Private Companies,Equities"
2635,lyingBass7,Experienced,Technical,Swing Trader,Forex
2636,pridefulCockatoo2,Novice,Technical,Long Term Investor,Options
2637,enviousLizard4,Intermediate,Technical,Position Trader,"Forex,Equities,Bonds"
2638,lazyTuna4,Experienced,Fundamental,Position Trader,Private Companies
2639,brainyGatorade4,Intermediate,Technical,Long Term Investor,"Options,Equities"
2640,anxiousCockatoo0,Novice,Fundamental,Long Term Investor,"Equities,Futures,Bonds"
2641,peskySeahorse2,Experienced,Fundamental,Day Trader,"Private Companies,Bonds,Forex"
2642,adoringSardines6,Experienced,Fundamental,Position Trader,Futures
2643,ardentFalcon2,Novice,Momentum,Position Trader,Private Companies
2644,affectedFalcon3,Intermediate,Value,Day Trader,"Options,Bonds,Equities"
2645,chicPorpoise5,Novice,Momentum,Day Trader,"Bonds,Options,Futures"
2646,yearningPoultry4,Intermediate,Value,Swing Trader,"Equities,Forex"
2647,adoringHawk5,Experienced,Value,Swing Trader,"Forex,Options,Equities"
2648,finickyBuzzard3,Novice,Technical,Day Trader,"Futures,Options"
2649,importedToucan4,Novice,Growth,Long Term Investor,"Options,Private Companies"
2650,guiltyOtter2,Intermediate,Value,Swing Trader,"Private Companies,Equities,Bonds"
2651,chicSheep4,Experienced,Momentum,Position Trader,Futures
2652,drearyKitten5,Intermediate,Global Macro,Position Trader,"Private Companies,Futures"
2653,thriftyPear3,Experienced,Momentum,Day Trader,"Private Companies,Options"
2654,lyingViper7,Intermediate,Value,Day Trader,"Futures,Bonds,Options"
2655,ecstaticSwift5,Intermediate,Global Macro,Long Term Investor,Forex
2656,wrathfulLollies4,Novice,Momentum,Day Trader,"Options,Futures,Equities"
2657,jubilantLocust5,Intermediate,Fundamental,Day Trader,Options
2658,exactingClam6,Novice,Momentum,Position Trader,"Options,Forex,Private Companies"
2659,thrilledFalcon2,Experienced,Fundamental,Long Term Investor,"Forex,Equities"
2660,lazyOatmeal3,Experienced,Technical,Position Trader,"Equities,Private Companies,Forex"
2661,chicZebra1,Novice,Momentum,Day Trader,"Forex,Options"
2662,needfulStork7,Novice,Fundamental,Position Trader,"Forex,Equities,Bonds"
2663,murkyJerky9,Experienced,Fundamental,Day Trader,"Futures,Options"
2664,gleefulJerky7,Novice,Value,Day Trader,"Private Companies,Bonds,Equities"
2665,hushedTacos7,Novice,Momentum,Long Term Investor,"Options,Equities,Bonds"
2666,finickyIcecream5,Experienced,Global Macro,Day Trader,"Futures,Bonds,Options"
2667,enragedSeahorse5,Experienced,Fundamental,Swing Trader,"Futures,Bonds,Private Companies"
2668,solidGranola9,Experienced,Value,Day Trader,Equities
2669,gloomyPaella5,Intermediate,Technical,Long Term Investor,Forex
2670,grumpyWhiting7,Experienced,Global Macro,Position Trader,"Futures,Bonds"
2671,insecureEland1,Experienced,Growth,Swing Trader,Equities
2672,emptyZebra2,Novice,Value,Position Trader,Options
2673,enviousLocust6,Intermediate,Value,Long Term Investor,Private Companies
2674,resolvedHawk9,Novice,Value,Position Trader,"Forex,Equities"
2675,culturedGranola0,Novice,Value,Swing Trader,Futures
2676,abjectCod0,Intermediate,Value,Long Term Investor,"Bonds,Private Companies"
2677,pitifulSeagull6,Experienced,Fundamental,Long Term Investor,Futures
2678,importedMeerkat1,Intermediate,Growth,Swing Trader,Options
2679,shamefulSalami3,Experienced,Technical,Swing Trader,Forex
2680,lyingTortoise3,Intermediate,Momentum,Swing Trader,"Private Companies,Forex,Options"
2681,lovesickJaguar4,Experienced,Fundamental,Position Trader,"Forex,Options,Futures"
2682,finickyCrane4,Experienced,Global Macro,Swing Trader,"Equities,Bonds"
2683,needfulHare2,Novice,Value,Day Trader,"Futures,Bonds"
2684,wearyHare8,Novice,Global Macro,Long Term Investor,Options
2685,wingedMare1,Experienced,Technical,Long Term Investor,"Bonds,Forex,Private Companies"
2686,decimalUnicorn3,Intermediate,Value,Position Trader,Bonds
2687,dearLion7,Intermediate,Value,Swing Trader,Options
2688,empathicSardines2,Intermediate,Growth,Long Term Investor,"Options,Forex,Equities"
2689,kindDinosaur4,Novice,Momentum,Long Term Investor,"Private Companies,Futures"
2690,selfishBass1,Novice,Growth,Long Term Investor,"Bonds,Options"
2691,curiousMallard9,Novice,Growth,Day Trader,"Futures,Private Companies"
2692,alertStork2,Experienced,Technical,Day Trader,"Bonds,Options,Private Companies"
2693,mereTomatoe3,Experienced,Momentum,Day Trader,Futures
2694,adoringAbalone8,Novice,Value,Long Term Investor,"Futures,Private Companies"
2695,abjectLizard5,Intermediate,Technical,Long Term Investor,Options
2696,sincereApricots2,Novice,Technical,Position Trader,"Equities,Bonds,Private Companies"
2697,jumpyStork2,Experienced,Fundamental,Swing Trader,"Equities,Private Companies,Bonds"
2698,outlyingGatorade4,Intermediate,Growth,Position Trader,"Futures,Private Companies,Bonds"
2699,madOcelot0,Novice,Technical,Swing Trader,Equities
2700,needyDunbird6,Novice,Fundamental,Long Term Investor,"Bonds,Futures,Equities"
2701,ardentApples8,Intermediate,Value,Position Trader,Private Companies
2702,aboardCoati4,Experienced,Value,Long Term Investor,"Equities,Private Companies,Forex"
2703,importedOcelot8,Experienced,Growth,Day Trader,Forex
2704,outlyingOtter3,Novice,Value,Position Trader,Equities
2705,alertDinosaur4,Novice,Momentum,Long Term Investor,"Bonds,Private Companies"
2706,betrayedFlamingo9,Intermediate,Fundamental,Position Trader,"Forex,Private Companies"
2707,cockySnail4,Novice,Global Macro,Position Trader,"Forex,Futures,Private Companies"
2708,empathicIcecream6,Experienced,Global Macro,Swing Trader,"Bonds,Equities,Futures"
2709,relievedPear1,Novice,Fundamental,Long Term Investor,Options
2710,aloofLeopard7,Experienced,Technical,Long Term Investor,Futures
2711,spiritedSmelt4,Experienced,Growth,Long Term Investor,Bonds
2712,ashamedLeopard4,Novice,Technical,Position Trader,"Forex,Equities,Bonds"
2713,decimalRaisins9,Intermediate,Technical,Position Trader,Options
2714,thriftyTomatoe1,Experienced,Growth,Long Term Investor,"Futures,Private Companies,Options"
2715,finickyGelding1,Experienced,Growth,Day Trader,Bonds
2716,crushedEagle9,Experienced,Growth,Day Trader,Options
2717,cruelMare7,Intermediate,Value,Position Trader,"Private Companies,Equities,Forex"
2718,thrilledCrane5,Intermediate,Technical,Long Term Investor,Forex
2719,shyCake6,Experienced,Global Macro,Swing Trader,"Forex,Equities"
2720,eagerPepper4,Novice,Momentum,Swing Trader,"Equities,Private Companies"
2721,ferventMoth5,Experienced,Global Macro,Day Trader,"Private Companies,Options,Bonds"
2722,solemnMoth8,Intermediate,Fundamental,Position Trader,Private Companies
2723,lovesickLocust5,Intermediate,Value,Day Trader,"Bonds,Forex"
2724,alertBustard9,Intermediate,Fundamental,Position Trader,Private Companies
2725,kindKitten4,Experienced,Momentum,Long Term Investor,Equities
2726,empathicMallard9,Novice,Value,Swing Trader,"Forex,Options,Bonds"
2727,emptyVenison8,Novice,Global Macro,Long Term Investor,"Bonds,Options,Private Companies"
2728,ecstaticCardinal6,Intermediate,Growth,Swing Trader,"Private Companies,Options,Forex"
2729,excitedBoars4,Novice,Growth,Position Trader,"Equities,Forex,Futures"
2730,jumpyChowder7,Experienced,Growth,Swing Trader,"Bonds,Equities"
2731,cheerfulTomatoe2,Novice,Technical,Position Trader,Forex
2732,obsessedEggs0,Intermediate,Growth,Swing Trader,"Options,Bonds"
2733,shyCoati0,Novice,Global Macro,Day Trader,"Private Companies,Forex,Bonds"
2734,cautiousGelding3,Novice,Global Macro,Position Trader,Equities
2735,wrathfulTuna6,Intermediate,Global Macro,Long Term Investor,"Forex,Equities"
2736,vengefulThrush2,Novice,Global Macro,Position Trader,Futures
2737,awedEagle7,Intermediate,Growth,Swing Trader,"Private Companies,Options,Equities"
2738,lazyChamois0,Novice,Momentum,Day Trader,"Equities,Bonds,Futures"
2739,cheerfulMeerkat6,Intermediate,Momentum,Long Term Investor,Futures
2740,outlyingIguana6,Experienced,Global Macro,Day Trader,Equities
2741,guiltyWigeon0,Experienced,Value,Swing Trader,"Options,Bonds,Forex"
2742,empathicCrackers5,Intermediate,Technical,Long Term Investor,Private Companies
2743,dopeyMuesli2,Novice,Global Macro,Position Trader,Equities
2744,debonairTermite4,Novice,Momentum,Position Trader,"Options,Private Companies"
2745,pluckyOrange0,Intermediate,Fundamental,Day Trader,"Futures,Bonds"
2746,solidCockatoo7,Experienced,Technical,Swing Trader,"Futures,Forex"
2747,humorousBurritos1,Experienced,Momentum,Swing Trader,Private Companies
2748,resolvedSeahorse8,Novice,Fundamental,Position Trader,"Forex,Equities,Futures"
2749,madCrackers9,Experienced,Growth,Swing Trader,Forex
2750,peacefulMacaw3,Novice,Global Macro,Long Term Investor,"Bonds,Futures,Options"
2751,jubilantIcecream4,Experienced,Momentum,Swing Trader,"Options,Bonds"
2752,grudgingSalt4,Experienced,Momentum,Swing Trader,"Private Companies,Forex"
2753,chicFish7,Novice,Value,Swing Trader,"Futures,Equities,Options"
2754,gloomyCardinal5,Novice,Value,Long Term Investor,"Bonds,Futures"
2755,aloofTortoise4,Experienced,Growth,Position Trader,Private Companies
2756,lovesickLard8,Experienced,Momentum,Long Term Investor,"Bonds,Options"
2757,grizzledFish5,Intermediate,Fundamental,Swing Trader,Private Companies
2758,madOryx4,Novice,Fundamental,Position Trader,"Equities,Forex,Options"
2759,euphoricSeafowl3,Novice,Fundamental,Long Term Investor,Forex
2760,worriedMeerkat2,Experienced,Value,Day Trader,"Futures,Forex"
2761,ashamedCrackers3,Novice,Value,Day Trader,"Forex,Options"
2762,ardentSmelt4,Novice,Technical,Position Trader,"Bonds,Futures,Forex"
2763,similarPepper5,Experienced,Global Macro,Day Trader,"Equities,Bonds"
2764,thriftyPolenta6,Experienced,Fundamental,Position Trader,"Forex,Futures"
2765,alertCardinal3,Novice,Technical,Swing Trader,"Equities,Forex,Options"
